source_text,target_text
what are the names of stations that are located in palo alto city but have never been the ending point of trips more than 100 times?,"station.loc[lambda x: x['city']=='palo alto', 'name'].loc[lambda x: ~x.isin(trip.groupby('end_station_name').filter(lambda x: len(x)>100).end_station_name.unique())]"
what are the names of the stations that are located in palo alto but have never been the ending point of the trips,"station.loc[lambda x: x['city']=='palo alto', 'name'].loc[lambda x: ~x.isin(trip.groupby('end_station_name').filter(lambda x: len(x)>100).end_station_name.unique())]"
how many trips started from mountain view city and ended at palo alto city?,"pd.merge(pd.merge(pd.merge(station, trip, left_on='id', right_on='start_station_id'), station, left_on='end_station_id', right_on='id', suffixes=('_start', '_end')),trip, on='id').loc[lambda x: (x['city_start'] == 'mountain view') & (x['city_end'] == 'palo alto'), :].shape[0]"
how many trips stated from  a station in mountain view and ended at one in palo alto?,"pd.merge(pd.merge(pd.merge(station, trip, left_on='id', right_on='start_station_id'), station, left_on='end_station_id', right_on='id', suffixes=('_start', '_end')),trip, on='id').loc[lambda x: (x['city_start'] == 'mountain view') & (x['city_end'] == 'palo alto'), :].shape[0]"
what is the average latitude and longitude of the starting points of all trips?,"pd.merge(station, trip, left_on='id', right_on='start_station_id').agg({'lat': 'mean', 'long': 'mean'})"
what is the average latitude and longitude of all starting stations for the trips?,"pd.merge(station, trip, left_on='id', right_on='start_station_id').agg({'lat': 'mean', 'long': 'mean'})"
how many books are there?,book.shape[0]
list the writers of the books in ascending alphabetical order.,book.sort_values('writer')['writer']
list the titles of the books in ascending order of issues.,book.sort_values('issues')['title']
"what are the titles of the books whose writer is not ""elaine lee""?","book.loc[lambda x: x['writer'] != 'elaine lee', 'title']"
what are the title and issues of the books?,"book[['title', 'issues']]"
what are the dates of publications in descending order of price?,"publication.sort_values('price', ascending=false)['publication_date']"
what are the distinct publishers of publications with price higher than 5000000?,"publication.loc[lambda x: x['price'] > 5000000, 'publisher'].unique()"
list the publisher of the publication with the highest price.,"publication.sort_values('price', ascending=false).iloc[0]['publisher']"
list the publication dates of publications with 3 lowest prices.,publication.sort_values('price').head(3)['publication_date']
show the title and publication dates of books.,"pd.merge(book, publication, on='book_id')[['title', 'publication_date']]"
show writers who have published a book with price more than 4000000.,"book.merge(publication, on='book_id').loc[lambda x: x['price'] > 4000000, 'writer']"
show the titles of books in descending order of publication price.,"pd.merge(book, publication, on='book_id').sort_values('price', ascending=false)['title']"
show publishers that have more than one publication.,publication.groupby('publisher').filter(lambda x: len(x) > 1)['publisher'].unique()
show different publishers together with the number of publications they have.,publication.groupby('publisher').size().reset_index(name='count')
please show the most common publication date.,publication.groupby('publication_date').size().sort_values(ascending=false).index[0]
list the writers who have written more than one book.,book.groupby('writer').filter(lambda x: len(x) > 1)['writer']
list the titles of books that are not published.,"book.loc[~book['book_id'].isin(publication['book_id']), 'title']"
show the publishers that have publications with price higher than 10000000 and publications with price lower than 5000000.,"pd.merge(publication.loc[lambda x: x['price'] > 10000000, 'publisher'], publication.loc[lambda x: x['price'] < 5000000, 'publisher']).drop_duplicates()"
what is the number of distinct publication dates?,publication['publication_date'].nunique()
how many distinct publication dates are there in our record?,publication['publication_date'].nunique()
"show the prices of publications whose publisher is either ""person"" or ""wiley""","publication.loc[lambda x: x['publisher'].isin(['person', 'wiley']), 'price']"
how many actors are there?,actor.shape[0]
count the number of actors.,actor.shape[0]
list the name of actors in ascending alphabetical order.,actor.sort_values('name')['name']
"what are the names of actors, ordered alphabetically?",actor.sort_values('name')['name']
what are the characters and duration of actors?,"actor[['character', 'duration']]"
return the characters and durations for each actor.,"actor[['character', 'duration']]"
list the name of actors whose age is not 20.,"actor.loc[lambda x: x['age'] != 20, 'name']"
what are the names of actors who are not 20 years old?,"actor.loc[lambda x: x['age'] != 20, 'name']"
what are the characters of actors in descending order of age?,"actor.sort_values('age', ascending=false)['character']"
"return the characters for actors, ordered by age descending.","actor.sort_values('age', ascending=false)['character']"
what is the duration of the oldest actor?,"actor.sort_values('age', ascending=false).iloc[0]['duration']"
return the duration of the actor with the greatest age.,"actor.sort_values('age', ascending=false).iloc[0]['duration']"
"what are the names of musicals with nominee ""bob fosse""?","musical.loc[musical['nominee']=='bob fosse', 'name']"
return the names of musicals who have the nominee bob fosse.,"musical.loc[musical['nominee']=='bob fosse', 'name']"
"what are the distinct nominees of the musicals with the award that is not ""tony award""?","musical.loc[lambda x: x['award'] != 'tony award', 'nominee'].unique()"
return the different nominees of musicals that have an award that is not the tony award.,"musical.loc[lambda x: x['award'] != 'tony award', 'nominee'].unique()"
show names of actors and names of musicals they are in.,"pd.merge(actor, musical, on='musical_id')[['name_x', 'name_y']]"
what are the names of actors and the musicals that they are in?,"pd.merge(actor, musical, on='musical_id')[['name_x', 'name_y']]"
"show names of actors that have appeared in musical with name ""the phantom of the opera"".","actor.merge(musical.loc[musical['name'] == 'the phantom of the opera', ['musical_id']], on='musical_id')['name']"
what are the names of actors who have been in the musical titled the phantom of the opera?,"actor.merge(musical.loc[musical['name'] == 'the phantom of the opera', ['musical_id']], on='musical_id')['name']"
show names of actors in descending order of the year their musical is awarded.,"pd.merge(actor, musical, on='musical_id').sort_values('year', ascending=false)['name']"
what are the names of actors ordered descending by the year in which their musical was awarded?,"pd.merge(actor, musical, on='musical_id').sort_values('year', ascending=false)['name']"
show names of musicals and the number of actors who have appeared in the musicals.,"actor.merge(musical, on='musical_id').groupby('musical_id')['name'].count().reset_index().rename(columns={'name': 'count'}).merge(musical, on='musical_id')[['name', 'count']]"
